sm_type,role_k1000_v3_num
total_compensation_k1000_correlated_w_sm,633
total_compensation_k1000_correlated_w_sm,634
total_compensation_k1000_correlated_w_sm,635
total_compensation_k1000_correlated_w_sm,638
total_compensation_k1000_correlated_w_sm,639
total_compensation_k1000_correlated_w_sm,640
total_compensation_k1000_correlated_w_sm,641
total_compensation_k1000_correlated_w_sm,642
total_compensation_k1000_correlated_w_sm,644
total_compensation_k1000_correlated_w_sm,645
total_compensation_k1000_correlated_w_sm,647
total_compensation_k1000_correlated_w_sm,648
total_compensation_k1000_correlated_w_sm,651
total_compensation_k1000_correlated_w_sm,652
total_compensation_k1000_correlated_w_sm,653
total_compensation_k1000_correlated_w_sm,654
total_compensation_k1000_correlated_w_sm,657
total_compensation_k1000_correlated_w_sm,658
total_compensation_k1000_correlated_w_sm,659
total_compensation_k1000_correlated_w_sm,660
total_compensation_k1000_correlated_w_sm,661
total_compensation_k1000_correlated_w_sm,662
total_compensation_k1000_correlated_w_sm,663
total_compensation_k1000_correlated_w_sm,664
total_compensation_k1000_correlated_w_sm,665
total_compensation_k1000_correlated_w_sm,666
total_compensation_k1000_correlated_w_sm,667
total_compensation_k1000_correlated_w_sm,668
total_compensation_k1000_correlated_w_sm,669
total_compensation_k1000_correlated_w_sm,671
total_compensation_k1000_correlated_w_sm,672
total_compensation_k1000_correlated_w_sm,673
total_compensation_k1000_correlated_w_sm,674
total_compensation_k1000_correlated_w_sm,675
total_compensation_k1000_correlated_w_sm,676
total_compensation_k1000_correlated_w_sm,677
total_compensation_k1000_correlated_w_sm,678
total_compensation_k1000_correlated_w_sm,679
total_compensation_k1000_correlated_w_sm,680
total_compensation_k1000_correlated_w_sm,681
total_compensation_k1000_correlated_w_sm,682
total_compensation_k1000_correlated_w_sm,683
total_compensation_k1000_correlated_w_sm,685
total_compensation_k1000_correlated_w_sm,686
total_compensation_k1000_correlated_w_sm,687
total_compensation_k1000_correlated_w_sm,688
total_compensation_k1000_correlated_w_sm,689
total_compensation_k1000_correlated_w_sm,691
total_compensation_k1000_correlated_w_sm,692
total_compensation_k1000_correlated_w_sm,693
total_compensation_k1000_correlated_w_sm,694
total_compensation_k1000_correlated_w_sm,699
total_compensation_k1000_correlated_w_sm,700
total_compensation_k1000_correlated_w_sm,701
total_compensation_k1000_correlated_w_sm,702
total_compensation_k1000_correlated_w_sm,703
total_compensation_k1000_correlated_w_sm,704
total_compensation_k1000_correlated_w_sm,705
total_compensation_k1000_correlated_w_sm,706
total_compensation_k1000_correlated_w_sm,707
total_compensation_k1000_correlated_w_sm,708
total_compensation_k1000_correlated_w_sm,709
total_compensation_k1000_correlated_w_sm,710
total_compensation_k1000_correlated_w_sm,714
total_compensation_k1000_correlated_w_sm,715
total_compensation_k1000_correlated_w_sm,716
total_compensation_k1000_correlated_w_sm,718
total_compensation_k1000_correlated_w_sm,719
total_compensation_k1000_correlated_w_sm,720
total_compensation_k1000_correlated_w_sm,721
total_compensation_k1000_correlated_w_sm,722
total_compensation_k1000_correlated_w_sm,724
total_compensation_k1000_correlated_w_sm,726
total_compensation_k1000_correlated_w_sm,728
total_compensation_k1000_correlated_w_sm,729
total_compensation_k1000_correlated_w_sm,730
total_compensation_k1000_correlated_w_sm,732
total_compensation_k1000_correlated_w_sm,735
total_compensation_k1000_correlated_w_sm,736
total_compensation_k1000_correlated_w_sm,738
total_compensation_k1000_correlated_w_sm,740
